time_s,tx,rx
0.000000000000,0.000000,0.063683
0.000002000000,0.000000,0.075532
0.000004000000,0.000000,-0.022876
0.000006000000,0.000000,0.050763
0.000008000000,0.000000,0.051618
0.000010000000,0.000000,0.012460
0.000012000000,0.000000,0.002394
0.000014000000,0.000000,-0.051740
0.000016000000,0.000000,0.039514
0.000018000000,0.000000,-0.039223
0.000020000000,0.000000,-0.008904
0.000022000000,0.000000,-0.019033
0.000024000000,0.000000,0.029651
0.000026000000,0.000000,0.005742
0.000028000000,0.000000,-0.030486
0.000030000000,0.000000,0.006311
0.000032000000,0.000000,0.039915
0.000034000000,0.000000,0.022036
0.000036000000,0.000000,0.016192
0.000038000000,0.000000,-0.082243
0.000040000000,0.000000,0.130982
0.000042000000,0.000000,0.017717
0.000044000000,0.000000,-0.119012
0.000046000000,0.000000,-0.005324
0.000048000000,0.000000,0.079230
0.000050000000,0.000000,-0.021410
0.000052000000,0.000000,0.010775
0.000054000000,0.000000,-0.050595
0.000056000000,0.000000,0.032978
0.000058000000,0.000000,0.053947
0.000060000000,0.000000,-0.042208
0.000062000000,0.000000,-0.120643
0.000064000000,0.000000,-0.043049
0.000066000000,0.000000,0.021823
0.000068000000,0.000000,-0.063350
0.000070000000,0.000000,0.011027
0.000072000000,0.000000,0.094066
0.000074000000,0.000000,0.030372
0.000076000000,0.000000,0.042578
0.000078000000,0.000000,-0.008789
0.000080000000,0.000000,0.034126
0.000082000000,0.000000,-0.000800
0.000084000000,0.000000,0.091065
0.000086000000,0.000000,0.066362
0.000088000000,0.000000,0.056707
0.000090000000,0.000000,0.014232
0.000092000000,0.000000,0.025880
0.000094000000,0.000000,-0.055221
0.000096000000,0.000000,0.074726
0.000098000000,0.000000,0.052794
0.000100000000,0.000000,0.056401
0.000102000000,0.000000,0.037737
0.000104000000,0.000000,-0.043306
0.000106000000,0.000000,0.097048
0.000108000000,0.000000,-0.056108
0.000110000000,0.000000,-0.005169
0.000112000000,0.000000,0.058442
0.000114000000,0.000000,-0.006547
0.000116000000,0.000000,-0.060466
0.000118000000,0.000000,0.023956
0.000120000000,0.000000,-0.009730
0.000122000000,0.000000,0.035203
0.000124000000,0.000000,0.028322
0.000126000000,0.000000,0.076068
0.000128000000,0.000000,-0.074041
0.000130000000,0.000000,0.019905
0.000132000000,0.000000,0.016354
0.000134000000,0.000000,0.000388
0.000136000000,0.000000,0.000329
0.000138000000,0.000000,0.024376
0.000140000000,0.000000,0.042174
0.000142000000,0.000000,0.032158
0.000144000000,0.000000,-0.022224
0.000146000000,0.000000,0.016756
0.000148000000,0.000000,0.023389
0.000150000000,0.000000,-0.013023
0.000152000000,0.000000,0.003414
0.000154000000,0.000000,-0.070393
0.000156000000,0.000000,-0.007654
0.000158000000,0.000000,0.002117
0.000160000000,0.000000,-0.027118
0.000162000000,0.000000,-0.117528
0.000164000000,0.000000,0.008716
0.000166000000,0.000000,0.014236
0.000168000000,0.000000,-0.088262
0.000170000000,0.000000,-0.038905
0.000172000000,0.000000,0.015652
0.000174000000,0.000000,-0.080234
0.000176000000,0.000000,-0.028550
0.000178000000,0.000000,0.032429
0.000180000000,0.000000,0.036597
0.000182000000,0.000000,-0.049543
0.000184000000,0.000000,0.001604
0.000186000000,0.000000,0.031136
0.000188000000,0.000000,-0.036479
0.000190000000,0.000000,-0.006956
0.000192000000,0.000000,-0.062715
0.000194000000,0.000000,0.017195
0.000196000000,0.000000,0.088476
0.000198000000,0.000000,0.011512
0.000200000000,0.000000,-0.046337
0.000202000000,0.000000,0.070402
0.000204000000,0.000000,0.023602
0.000206000000,0.000000,0.022254
0.000208000000,0.000000,0.023421
0.000210000000,0.000000,-0.075679
0.000212000000,0.000000,0.015018
0.000214000000,0.000000,-0.054046
0.000216000000,0.000000,-0.093051
0.000218000000,0.000000,-0.014095
0.000220000000,0.000000,-0.045904
0.000222000000,0.000000,0.031197
0.000224000000,0.000000,-0.132430
0.000226000000,0.000000,0.033402
0.000228000000,0.000000,-0.064185
0.000230000000,0.000000,0.010489
0.000232000000,0.000000,0.020526
0.000234000000,0.000000,0.003653
0.000236000000,0.000000,0.048889
0.000238000000,0.000000,-0.028788
0.000240000000,0.000000,0.032993
0.000242000000,0.000000,0.000945
0.000244000000,0.000000,-0.072124
0.000246000000,0.000000,-0.042912
0.000248000000,0.000000,-0.022894
0.000250000000,0.000000,-0.103950
0.000252000000,0.000000,-0.070829
0.000254000000,0.000000,0.043425
0.000256000000,0.000000,0.030565
0.000258000000,0.000000,-0.051989
0.000260000000,0.000000,-0.027581
0.000262000000,0.000000,-0.000328
0.000264000000,0.000000,-0.052088
0.000266000000,0.000000,0.032664
0.000268000000,0.000000,-0.015352
0.000270000000,0.000000,-0.017492
0.000272000000,0.000000,0.081373
0.000274000000,0.000000,0.082428
0.000276000000,0.000000,-0.151638
0.000278000000,0.000000,-0.002905
0.000280000000,0.000000,-0.065637
0.000282000000,0.000000,0.003146
0.000284000000,0.000000,-0.089380
0.000286000000,0.000000,-0.028499
0.000288000000,0.000000,-0.085569
0.000290000000,0.000000,-0.011894
0.000292000000,0.000000,0.034709
0.000294000000,0.000000,0.017311
0.000296000000,0.000000,0.109734
0.000298000000,0.000000,-0.084244
0.000300000000,0.000000,-0.088310
0.000302000000,0.000000,-0.031570
0.000304000000,0.000000,0.152551
0.000306000000,0.000000,-0.016628
0.000308000000,0.000000,0.086741
0.000310000000,0.000000,-0.068170
0.000312000000,0.000000,0.048967
0.000314000000,0.000000,0.038990
0.000316000000,0.000000,-0.050352
0.000318000000,0.000000,-0.080355
0.000320000000,0.000000,-0.063119
0.000322000000,0.000000,0.030665
0.000324000000,0.000000,0.006575
0.000326000000,0.000000,0.019825
0.000328000000,0.000000,-0.040524
0.000330000000,0.000000,-0.019222
0.000332000000,0.000000,-0.041589
0.000334000000,0.000000,0.021920
0.000336000000,0.000000,-0.022843
0.000338000000,0.000000,0.004890
0.000340000000,0.000000,0.028723
0.000342000000,0.000000,0.073374
0.000344000000,0.000000,0.016585
0.000346000000,0.000000,0.069660
0.000348000000,0.000000,-0.093202
0.000350000000,0.000000,0.093748
0.000352000000,0.000000,-0.010866
0.000354000000,0.000000,-0.043053
0.000356000000,0.000000,0.012938
0.000358000000,0.000000,0.026250
0.000360000000,0.000000,0.011523
0.000362000000,0.000000,-0.063704
0.000364000000,0.000000,-0.006411
0.000366000000,0.000000,-0.012268
0.000368000000,0.000000,0.020421
0.000370000000,0.000000,-0.041896
0.000372000000,0.000000,0.002360
0.000374000000,0.000000,0.016738
0.000376000000,0.000000,0.053765
0.000378000000,0.000000,-0.054522
0.000380000000,0.000000,0.004538
0.000382000000,0.000000,0.067241
0.000384000000,0.000000,0.013966
0.000386000000,0.000000,-0.117851
0.000388000000,0.000000,-0.000414
0.000390000000,0.000000,0.014074
0.000392000000,0.000000,0.020130
0.000394000000,0.000000,-0.000609
0.000396000000,0.000000,-0.004044
0.000398000000,0.000000,0.048817
0.000400000000,0.000000,0.060376
0.000402000000,0.000000,-0.028825
0.000404000000,0.000000,-0.089402
0.000406000000,0.000000,0.031661
0.000408000000,0.000000,0.119886
0.000410000000,0.000000,-0.014604
0.000412000000,0.000000,-0.062687
0.000414000000,0.000000,0.029268
0.000416000000,0.000000,-0.015761
0.000418000000,0.000000,-0.022760
0.000420000000,0.000000,-0.015706
0.000422000000,0.000000,0.014269
0.000424000000,0.000000,0.031030
0.000426000000,0.000000,0.018940
0.000428000000,0.000000,-0.019100
0.000430000000,0.000000,-0.030406
0.000432000000,0.000000,-0.026294
0.000434000000,0.000000,0.030179
0.000436000000,0.000000,-0.018392
0.000438000000,0.000000,-0.052378
0.000440000000,0.000000,0.001624
0.000442000000,0.000000,0.006068
0.000444000000,0.000000,0.003283
0.000446000000,0.000000,-0.025595
0.000448000000,0.000000,0.043987
0.000450000000,0.000000,-0.013937
0.000452000000,0.000000,-0.053606
0.000454000000,0.000000,-0.030645
0.000456000000,0.000000,-0.014120
0.000458000000,0.000000,0.013604
0.000460000000,0.000000,-0.063257
0.000462000000,0.000000,0.068611
0.000464000000,0.000000,-0.062762
0.000466000000,0.000000,-0.025645
0.000468000000,0.000000,-0.006355
0.000470000000,0.000000,-0.069629
0.000472000000,0.000000,0.010700
0.000474000000,0.000000,-0.040353
0.000476000000,0.000000,0.018488
0.000478000000,0.000000,0.115423
0.000480000000,0.000000,-0.031117
0.000482000000,0.000000,0.005247
0.000484000000,0.000000,-0.065715
0.000486000000,0.000000,0.043514
0.000488000000,0.000000,0.022854
0.000490000000,0.000000,0.031868
0.000492000000,0.000000,0.000399
0.000494000000,0.000000,-0.030257
0.000496000000,0.000000,-0.014625
0.000498000000,0.000000,-0.081004
0.000500000000,0.000000,-0.069671
0.000502000000,0.000000,-0.094336
0.000504000000,0.000000,0.006460
0.000506000000,0.000000,0.102671
0.000508000000,0.000000,-0.056797
0.000510000000,0.000000,-0.010721
0.000512000000,0.000000,-0.028997
0.000514000000,0.000000,-0.026304
0.000516000000,0.000000,-0.011185
0.000518000000,0.000000,0.041949
0.000520000000,0.000000,0.009586
0.000522000000,0.000000,0.026169
0.000524000000,0.000000,0.027866
0.000526000000,0.000000,-0.058965
0.000528000000,0.000000,-0.036145
0.000530000000,0.000000,0.006007
0.000532000000,0.000000,0.038326
0.000534000000,0.000000,-0.093980
0.000536000000,0.000000,0.006980
0.000538000000,0.000000,0.037571
0.000540000000,0.000000,-0.013235
0.000542000000,0.000000,-0.069326
0.000544000000,0.000000,-0.062457
0.000546000000,0.000000,-0.085720
0.000548000000,0.000000,-0.038968
0.000550000000,0.000000,-0.055401
0.000552000000,0.000000,0.015302
0.000554000000,0.000000,0.008767
0.000556000000,0.000000,-0.019074
0.000558000000,0.000000,0.026943
0.000560000000,0.000000,0.034935
0.000562000000,0.000000,-0.028316
0.000564000000,0.000000,0.049367
0.000566000000,0.000000,0.022460
0.000568000000,0.000000,-0.006413
0.000570000000,0.000000,-0.013039
0.000572000000,0.000000,0.081096
0.000574000000,0.000000,-0.108367
0.000576000000,0.000000,-0.052656
0.000578000000,0.000000,-0.034424
0.000580000000,0.000000,0.011983
0.000582000000,0.000000,-0.023867
0.000584000000,0.000000,-0.032259
0.000586000000,0.000000,0.032623
0.000588000000,0.000000,-0.046819
0.000590000000,0.000000,-0.030087
0.000592000000,0.000000,-0.004601
0.000594000000,0.000000,-0.077859
0.000596000000,0.000000,-0.152050
0.000598000000,0.000000,-0.066388
0.000600000000,0.000000,0.053144
0.000602000000,0.000000,-0.061592
0.000604000000,0.000000,-0.036335
0.000606000000,0.000000,0.044894
0.000608000000,0.000000,-0.035441
0.000610000000,0.000000,-0.062247
0.000612000000,0.000000,-0.072107
0.000614000000,0.000000,0.037666
0.000616000000,0.000000,-0.015041
0.000618000000,0.000000,0.000185
0.000620000000,0.000000,0.008722
0.000622000000,0.000000,0.016443
0.000624000000,0.000000,-0.031303
0.000626000000,0.000000,-0.145156
0.000628000000,0.000000,0.022741
0.000630000000,0.000000,-0.026548
0.000632000000,0.000000,0.004397
0.000634000000,0.000000,0.030902
0.000636000000,0.000000,0.091377
0.000638000000,0.000000,0.045061
0.000640000000,0.000000,-0.088682
0.000642000000,0.000000,0.070828
0.000644000000,0.000000,0.024539
0.000646000000,0.000000,0.019845
0.000648000000,0.000000,-0.078494
0.000650000000,0.000000,0.093420
0.000652000000,0.000000,0.072461
0.000654000000,0.000000,-0.051808
0.000656000000,0.000000,-0.048135
0.000658000000,0.000000,-0.029303
0.000660000000,0.000000,-0.119859
0.000662000000,0.000000,-0.003984
0.000664000000,0.000000,-0.023003
0.000666000000,0.000000,-0.039998
0.000668000000,0.000000,0.002680
0.000670000000,0.000000,-0.019012
0.000672000000,0.000000,-0.048008
0.000674000000,0.000000,-0.020365
0.000676000000,0.000000,0.002892
0.000678000000,0.000000,0.103731
0.000680000000,0.000000,0.016392
0.000682000000,0.000000,0.046789
0.000684000000,0.000000,-0.067074
0.000686000000,0.000000,0.003094
0.000688000000,0.000000,-0.090566
0.000690000000,0.000000,-0.041034
0.000692000000,0.000000,0.000087
0.000694000000,0.000000,-0.057548
0.000696000000,0.000000,0.048987
0.000698000000,0.000000,0.044382
0.000700000000,0.000000,-0.017202
0.000702000000,0.000000,-0.051246
0.000704000000,0.000000,0.040282
0.000706000000,0.000000,0.126853
0.000708000000,0.000000,0.026574
0.000710000000,0.000000,-0.084385
0.000712000000,0.000000,-0.016627
0.000714000000,0.000000,0.022502
0.000716000000,0.000000,-0.137966
0.000718000000,0.000000,-0.009893
0.000720000000,0.000000,0.031116
0.000722000000,0.000000,-0.041834
0.000724000000,0.000000,0.080367
0.000726000000,0.000000,0.056802
0.000728000000,0.000000,0.086605
0.000730000000,0.000000,0.024961
0.000732000000,0.000000,0.062065
0.000734000000,0.000000,-0.018781
0.000736000000,0.000000,-0.076274
0.000738000000,0.000000,0.070158
0.000740000000,0.000000,0.063290
0.000742000000,0.000000,0.004923
0.000744000000,0.000000,-0.012402
0.000746000000,0.000000,0.006242
0.000748000000,0.000000,-0.093991
0.000750000000,0.000000,0.021415
0.000752000000,0.000000,-0.102129
0.000754000000,0.000000,0.057813
0.000756000000,0.000000,-0.115520
0.000758000000,0.000000,-0.021193
0.000760000000,0.000000,-0.021132
0.000762000000,0.000000,-0.054468
0.000764000000,0.000000,-0.051534
0.000766000000,0.000000,-0.055846
0.000768000000,0.000000,-0.127523
0.000770000000,0.000000,-0.065063
0.000772000000,0.000000,0.039022
0.000774000000,0.000000,-0.062620
0.000776000000,0.000000,0.003602
0.000778000000,0.000000,0.053927
0.000780000000,0.000000,-0.010732
0.000782000000,0.000000,0.025717
0.000784000000,0.000000,-0.019537
0.000786000000,0.000000,0.004172
0.000788000000,0.000000,-0.043984
0.000790000000,0.000000,-0.009946
0.000792000000,0.000000,0.042763
0.000794000000,0.000000,0.026935
0.000796000000,0.000000,0.086889
0.000798000000,0.000000,0.005905
0.000800000000,0.000000,0.005413
0.000802000000,0.000000,0.053447
0.000804000000,0.000000,-0.051714
0.000806000000,0.000000,-0.067138
0.000808000000,0.000000,-0.018188
0.000810000000,0.000000,-0.051160
0.000812000000,0.000000,-0.049997
0.000814000000,0.000000,-0.054077
0.000816000000,0.000000,-0.004393
0.000818000000,0.000000,0.071021
0.000820000000,0.000000,0.002078
0.000822000000,0.000000,-0.033777
0.000824000000,0.000000,-0.011642
0.000826000000,0.000000,-0.073729
0.000828000000,0.000000,0.014256
0.000830000000,0.000000,0.043521
0.000832000000,0.000000,0.065732
0.000834000000,0.000000,-0.064947
0.000836000000,0.000000,0.050812
0.000838000000,0.000000,-0.019893
0.000840000000,0.000000,0.017809
0.000842000000,0.000000,0.012531
0.000844000000,0.000000,-0.093184
0.000846000000,0.000000,0.006995
0.000848000000,0.000000,-0.058543
0.000850000000,0.000000,-0.058971
0.000852000000,0.000000,-0.104989
0.000854000000,0.000000,0.005171
0.000856000000,0.000000,-0.009252
0.000858000000,0.000000,0.066792
0.000860000000,0.000000,0.008096
0.000862000000,0.000000,0.051442
0.000864000000,0.000000,0.036230
0.000866000000,0.000000,-0.050083
0.000868000000,0.000000,-0.005130
0.000870000000,0.000000,-0.021004
0.000872000000,0.000000,0.027973
0.000874000000,0.000000,0.091751
0.000876000000,0.000000,0.002117
0.000878000000,0.000000,0.040133
0.000880000000,0.000000,0.050481
0.000882000000,0.000000,-0.018196
0.000884000000,0.000000,0.070444
0.000886000000,0.000000,-0.004657
0.000888000000,0.000000,0.010080
0.000890000000,0.000000,0.064113
0.000892000000,0.000000,0.040665
0.000894000000,0.000000,-0.089650
0.000896000000,0.000000,-0.047246
0.000898000000,0.000000,0.008571
0.000900000000,0.000000,0.023131
0.000902000000,0.000000,-0.003390
0.000904000000,0.000000,-0.033721
0.000906000000,0.000000,-0.008660
0.000908000000,0.000000,-0.022014
0.000910000000,0.000000,0.050489
0.000912000000,0.000000,-0.046477
0.000914000000,0.000000,0.019513
0.000916000000,0.000000,0.007212
0.000918000000,0.000000,-0.019492
0.000920000000,0.000000,0.056157
0.000922000000,0.000000,0.019590
0.000924000000,0.000000,-0.069727
0.000926000000,0.000000,0.022996
0.000928000000,0.000000,-0.091614
0.000930000000,0.000000,-0.038482
0.000932000000,0.000000,-0.003937
0.000934000000,0.000000,0.030388
0.000936000000,0.000000,0.017777
0.000938000000,0.000000,0.047124
0.000940000000,0.000000,-0.019726
0.000942000000,0.000000,0.047233
0.000944000000,0.000000,-0.008073
0.000946000000,0.000000,0.010193
0.000948000000,0.000000,0.080023
0.000950000000,0.000000,-0.019909
0.000952000000,0.000000,0.045199
0.000954000000,0.000000,-0.076062
0.000956000000,0.000000,-0.072024
0.000958000000,0.000000,0.028840
0.000960000000,0.000000,-0.011162
0.000962000000,0.000000,-0.023616
0.000964000000,0.000000,0.028657
0.000966000000,0.000000,0.032276
0.000968000000,0.000000,-0.038146
0.000970000000,0.000000,0.006957
0.000972000000,0.000000,0.003366
0.000974000000,0.000000,-0.061408
0.000976000000,0.000000,-0.080881
0.000978000000,0.000000,0.001439
0.000980000000,0.000000,0.027336
0.000982000000,0.000000,0.037000
0.000984000000,0.000000,0.037736
0.000986000000,0.000000,-0.036123
0.000988000000,0.000000,0.042475
0.000990000000,0.000000,0.122679
0.000992000000,0.000000,0.014396
0.000994000000,0.000000,0.050245
0.000996000000,0.000000,0.041988
0.000998000000,0.000000,-0.011015
0.001000000000,0.000000,-0.032859
0.001002000000,0.000309,-0.065939
0.001004000000,0.002166,-0.033894
0.001006000000,0.005754,-0.030985
0.001008000000,0.009261,-0.022552
0.001010000000,0.009382,0.073203
0.001012000000,0.002874,0.031066
0.001014000000,-0.011457,-0.020751
0.001016000000,-0.031222,0.019796
0.001018000000,-0.050193,0.060493
0.001020000000,-0.059752,-0.019528
0.001022000000,-0.051805,0.021328
0.001024000000,-0.022287,-0.005913
0.001026000000,0.026016,-0.068425
0.001028000000,0.082571,0.033993
0.001030000000,0.130869,0.070849
0.001032000000,0.152762,0.005028
0.001034000000,0.134311,0.032501
0.001036000000,0.071397,0.025052
0.001038000000,-0.026867,0.012580
0.001040000000,-0.138434,0.074033
0.001042000000,-0.232856,0.015551
0.001044000000,-0.279251,0.029124
0.001046000000,-0.255681,0.078496
0.001048000000,-0.157219,0.033734
0.001050000000,0.000000,-0.016288
0.001052000000,0.180500,0.054344
0.001054000000,0.337183,0.023614
0.001056000000,0.423449,-0.016964
0.001058000000,0.406644,-0.012582
0.001060000000,0.279007,0.011811
0.001062000000,0.062667,0.063272
0.001064000000,-0.193385,-0.023462
0.001066000000,-0.424232,-0.042401
0.001068000000,-0.565516,0.040134
0.001070000000,-0.571251,0.008226
0.001072000000,-0.428065,0.000766
0.001074000000,-0.161569,-0.108101
0.001076000000,0.167531,0.056836
0.001078000000,0.477251,0.007013
0.001080000000,0.684948,0.074980
0.001082000000,0.729497,0.011069
0.001084000000,0.589044,0.069617
0.001086000000,0.289211,-0.089424
0.001088000000,-0.101025,0.021557
0.001090000000,-0.485326,-0.049176
0.001092000000,-0.764111,0.027811
0.001094000000,-0.860695,0.006098
0.001096000000,-0.742484,0.053685
0.001098000000,-0.431356,0.038794
0.001100000000,0.000000,-0.002820
0.001102000000,0.445296,-0.020102
0.001104000000,0.791282,0.013873
0.001106000000,0.947030,-0.016690
0.001108000000,0.868162,0.034007
0.001110000000,0.569491,0.000291
0.001112000000,0.122459,-0.049687
0.001114000000,-0.362249,0.026089
0.001116000000,-0.762627,0.067263
0.001118000000,-0.976624,-0.022612
0.001120000000,-0.948617,-0.061802
0.001122000000,-0.684108,-0.060718
0.001124000000,-0.248690,-0.074076
0.001126000000,0.248530,-0.070707
0.001128000000,0.682791,-0.049606
0.001130000000,0.945573,-0.080224
0.001132000000,0.972234,0.000986
0.001134000000,0.758215,0.077377
0.001136000000,0.359683,-0.027214
0.001138000000,-0.121432,-0.017788
0.001140000000,-0.563968,0.004609
0.001142000000,-0.858592,-0.005379
0.001144000000,-0.935324,-0.046533
0.001146000000,-0.780431,0.021422
0.001148000000,-0.438580,0.018269
0.001150000000,-0.000000,-0.046255
0.001152000000,0.423644,0.042693
0.001154000000,0.728145,0.006885
0.001156000000,0.842817,-0.035097
0.001158000000,0.747103,-0.034137
0.001160000000,0.473786,0.059539
0.001162000000,0.098466,-0.003467
